#chr	start	end	TSS_num	strand	zfh1_count	ctrl_count	responsiveness
chr3R	25544465	25544466	TSS_6117	+	47	11	3.05768936128
chr3R	25548252	25548253	TSS_2836	+	43	0	10.0521637275
chr3R	25549174	25549175	TSS_2127	+	96	3	16.152897175
chr3R	25553430	25553431	TSS_10465	-	6	0	1.97038325308
chr3R	25565566	25565567	TSS_10466	+	6	0	1.97038325308
chr3R	25578213	25578214	TSS_9096	-	7	0	2.1867255063
chr3R	25584959	25584960	TSS_3607	-	28	1	6.77114656352
chr3R	25591239	25591240	TSS_2848	+	186	13	9.85281129063
chr3R	25591716	25591717	TSS_1243	+	670	13	34.8692669959
chr3R	25598673	25598674	TSS_13211	+	16	7	1.72119099314
chr3R	25600446	25600447	TSS_12617	+	5	0	1.75509432621
chr3R	25608332	25608333	TSS_4377	+	609	119	4.80549701963
chr3R	25611792	25611793	TSS_2877	+	42	0	9.83340246127
chr3R	25611965	25611966	TSS_5015	-	22	3	4.10203367437
chr3R	25614657	25614658	TSS_3191	+	191	18	8.09517060406
chr3R	25617208	25617209	TSS_12618	+	5	0	1.75509432621
chr3R	25620336	25620337	TSS_4102	+	22	0	5.45920297848
chr3R	25621181	25621182	TSS_5680	-	13	0	3.49295637577
chr3R	25632411	25632412	TSS_9379	-	52	21	2.07858944259
chr3R	25632539	25632540	TSS_9097	+	7	0	2.1867255063
chr3R	25638944	25638945	TSS_10467	-	6	0	1.97038325308
chr3R	25639459	25639460	TSS_8094	+	8	0	2.40371021526
chr3R	25644860	25644861	TSS_2894	+	931	86	9.75306406166
chr3R	25663613	25663614	TSS_12619	-	5	0	1.75509432621
chr3R	25681957	25681958	TSS_9099	+	7	0	2.1867255063
chr3R	25682197	25682198	TSS_6373	-	11	0	3.05671670715
chr3R	25683187	25683188	TSS_9100	-	7	0	2.1867255063
chr3R	25691897	25691898	TSS_6805	-	10	0	2.83881166131
chr3R	25694546	25694547	TSS_3674	-	27	2	6.55245989942
chr3R	25695108	25695109	TSS_7369	+	9	2	2.62111566649
chr3R	25702783	25702784	TSS_771	+	259	2	57.314201577
chr3R	25716844	25716845	TSS_2750	+	45	0	10.4896933747
chr3R	25719849	25719850	TSS_10468	+	6	0	1.97038325308
chr3R	25731187	25731188	TSS_5398	+	14	0	3.71122827673
chr3R	25733830	25733831	TSS_5681	+	13	1	3.49295637577
chr3R	25740065	25740066	TSS_3911	-	24	0	5.89646451302
chr3R	25752976	25752977	TSS_646	+	302	1	66.723163444
chr3R	25773281	25773282	TSS_10469	+	6	0	1.97038325308
chr3R	25795184	25795185	TSS_3464	-	30	0	7.20854566926
chr3R	25799082	25799083	TSS_10470	-	6	0	1.97038325308
chr3R	25809149	25809150	TSS_3231	+	34	0	8.08342557499
chr3R	25816336	25816337	TSS_2630	+	49	0	11.3647770381
chr3R	25823936	25823937	TSS_10471	-	6	0	1.97038325308
chr3R	25828557	25828558	TSS_10472	-	6	0	1.97038325308
chr3R	25834931	25834932	TSS_6806	-	10	0	2.83881166131
chr3R	25835889	25835890	TSS_10473	-	6	0	1.97038325308
chr3R	25840886	25840887	TSS_813	-	249	0	55.1260734879
chr3R	25847941	25847942	TSS_5682	-	13	2	3.49295637577
chr3R	25848306	25848307	TSS_12620	-	5	0	1.75509432621
chr3R	25848625	25848626	TSS_12621	+	5	0	1.75509432621
chr3R	25853145	25853146	TSS_8096	+	8	0	2.40371021526
chr3R	25857791	25857792	TSS_7370	-	9	0	2.62111566649
chr3R	25866940	25866941	TSS_12622	+	5	0	1.75509432621
chr3R	25871106	25871107	TSS_12623	+	5	0	1.75509432621
chr3R	25877880	25877881	TSS_8097	-	8	1	2.40371021526
chr3R	25878374	25878375	TSS_6807	+	10	2	2.83881166131
chr3R	25878420	25878421	TSS_7372	+	9	0	2.62111566649
chr3R	25878457	25878458	TSS_8098	+	8	0	2.40371021526
chr3R	25888643	25888644	TSS_10476	+	6	0	1.97038325308
chr3R	25917689	25917690	TSS_12624	+	5	0	1.75509432621
chr3R	25922790	25922791	TSS_5683	+	13	0	3.49295637577
chr3R	25925192	25925193	TSS_8099	+	8	0	2.40371021526
chr3R	25925223	25925224	TSS_745	+	760	8	58.6389393027
chr3R	25925468	25925469	TSS_6808	+	10	0	2.83881166131
chr3R	25932707	25932708	TSS_12625	+	5	0	1.75509432621
chr3R	25935254	25935255	TSS_10477	-	6	0	1.97038325308
chr3R	25950485	25950486	TSS_4628	-	18	0	4.58492870335
chr3R	25952008	25952009	TSS_9101	+	7	0	2.1867255063
chr3R	25968179	25968180	TSS_10479	-	6	0	1.97038325308
chr3R	25968236	25968237	TSS_2157	+	69	0	15.7404982914
chr3R	25975329	25975330	TSS_1785	-	94	0	21.2104885856
chr3R	25977784	25977785	TSS_6809	+	10	0	2.83881166131
chr3R	25981716	25981717	TSS_8100	-	8	0	2.40371021526
chr3R	25986216	25986217	TSS_787	-	506	5	56.521726888
chr3R	25992136	25992137	TSS_7373	-	9	1	2.62111566649
chr3R	25996924	25996925	TSS_10480	-	6	0	1.97038325308
chr3R	26000271	26000272	TSS_3283	-	33	0	7.86469694809
chr3R	26004105	26004106	TSS_12627	-	5	0	1.75509432621
chr3R	26016797	26016798	TSS_4971	-	16	0	4.1479793462
chr3R	26019072	26019073	TSS_12628	-	5	0	1.75509432621
chr3R	26028714	26028715	TSS_593	-	433	3	71.0630195998
chr3R	26032562	26032563	TSS_12629	-	5	0	1.75509432621
chr3R	26034663	26034664	TSS_10885	-	13	5	1.8567037116
chr3R	26037878	26037879	TSS_3411	+	31	1	7.42725643173
chr3R	26039517	26039518	TSS_3465	-	30	0	7.20854566926
chr3R	26042206	26042207	TSS_119	+	1429	5	158.919228569
chr3R	26069031	26069032	TSS_1685	-	103	1	23.1797287831
chr3R	26072424	26072425	TSS_1345	-	143	2	31.9320421735
chr3R	26078881	26078882	TSS_10481	+	6	0	1.97038325308
chr3R	26103655	26103656	TSS_688	+	570	5	63.6218345893
chr3R	26150585	26150586	TSS_5399	+	14	0	3.71122827673
chr3R	26157875	26157876	TSS_6010	-	12	0	3.2747771865
chr3R	26172518	26172519	TSS_7374	+	9	0	2.62111566649
chr3R	26187549	26187550	TSS_12630	-	5	0	1.75509432621
chr3R	26210522	26210523	TSS_12631	+	5	0	1.75509432621
chr3R	26213517	26213518	TSS_10482	-	6	0	1.97038325308
chr3R	26213577	26213578	TSS_1089	-	184	2	40.9032798472
chr3R	26213607	26213608	TSS_7375	-	9	0	2.62111566649
chr3R	26214552	26214553	TSS_2043	+	75	0	17.0532735838
chr3R	26214574	26214575	TSS_4972	+	16	0	4.1479793462
chr3R	26230151	26230152	TSS_2601	+	50	0	11.5835523158
chr3R	26253838	26253839	TSS_8102	-	8	0	2.40371021526
chr3R	26253873	26253874	TSS_4629	-	18	0	4.58492870335
chr3R	26254547	26254548	TSS_2454	+	55	0	12.6774500913
chr3R	26257772	26257773	TSS_6810	+	10	0	2.83881166131
chr3R	26269333	26269334	TSS_6011	-	12	0	3.2747771865
chr3R	26276066	26276067	TSS_12632	-	5	0	1.75509432621
chr3R	26276117	26276118	TSS_1940	-	82	0	18.5848652452
chr3R	26279486	26279487	TSS_2189	-	67	0	15.3029109393
chr3R	26280468	26280469	TSS_4792	+	17	0	4.36643369141
chr3R	26284917	26284918	TSS_10483	-	6	0	1.97038325308
chr3R	26286194	26286195	TSS_3993	+	23	0	5.67782566255
chr3R	26302413	26302414	TSS_1461	+	128	0	28.649905737
chr3R	26313646	26313647	TSS_2099	-	72	0	16.3968836289
chr3R	26321893	26321894	TSS_4474	-	19	0	4.80345785808
chr3R	26326190	26326191	TSS_6374	+	11	0	3.05671670715
chr3R	26329247	26329248	TSS_3466	-	30	0	7.20854566926
chr3R	26352757	26352758	TSS_415	-	406	1	89.4797679577
chr3R	26358104	26358105	TSS_12633	-	5	0	1.75509432621
chr3R	26358605	26358606	TSS_12634	+	5	0	1.75509432621
chr3R	26385920	26385921	TSS_1373	-	139	0	31.0568041471
chr3R	26396864	26396865	TSS_4217	+	21	0	5.24059880358
chr3R	26412929	26412930	TSS_12635	-	5	0	1.75509432621
chr3R	26412989	26412990	TSS_712	-	281	2	62.1280870531
chr3R	26413020	26413021	TSS_162	-	649	0	142.651549914
chr3R	26426030	26426031	TSS_7376	+	9	0	2.62111566649
chr3R	26468059	26468060	TSS_12636	+	5	0	1.75509432621
chr3R	26546232	26546233	TSS_10485	+	6	0	1.97038325308
chr3R	26556562	26556563	TSS_12637	+	5	0	1.75509432621
chr3R	26591560	26591561	TSS_5400	+	14	0	3.71122827673
chr3R	26591653	26591654	TSS_301	+	677	3	110.820863172
chr3R	26595815	26595816	TSS_3994	-	23	0	5.67782566255
chr3R	26600483	26600484	TSS_2691	-	47	0	10.9272314928
chr3R	26600526	26600527	TSS_10486	-	6	0	1.97038325308
chr3R	26600644	26600645	TSS_2120	-	71	0	16.1780879743
chr3R	26600710	26600711	TSS_12638	-	5	0	1.75509432621
chr3R	26600781	26600782	TSS_1117	-	179	1	39.809222845
chr3R	26600810	26600811	TSS_12639	-	5	0	1.75509432621
chr3R	26600829	26600830	TSS_6375	+	11	0	3.05671670715
chr3R	26600845	26600846	TSS_2751	-	45	0	10.4896933747
chr3R	26600917	26600918	TSS_2924	-	41	0	9.61464379974
chr3R	26600944	26600945	TSS_2429	-	56	0	12.8962333863
chr3R	26600975	26600976	TSS_2455	-	55	0	12.6774500913
chr3R	26601008	26601009	TSS_2574	-	51	0	11.8023291318
chr3R	26610843	26610844	TSS_9103	-	7	0	2.1867255063
chr3R	26612378	26612379	TSS_10487	-	6	0	1.97038325308
chr3R	26634309	26634310	TSS_8103	+	8	1	2.40371021526
chr3R	26634352	26634353	TSS_3086	+	37	1	8.73963945825
chr3R	26643336	26643337	TSS_1389	+	137	0	30.6191855526
chr3R	26653550	26653551	TSS_1894	+	86	0	19.4600684212
chr3R	26668351	26668352	TSS_8104	-	8	0	2.40371021526
chr3R	26678065	26678066	TSS_12640	+	5	0	1.75509432621
chr3R	26686172	26686173	TSS_12641	+	5	0	1.75509432621
chr3R	26693251	26693252	TSS_2236	+	65	0	14.8653261342
chr3R	26698087	26698088	TSS_7377	-	9	0	2.62111566649
chr3R	26701924	26701925	TSS_4475	-	19	0	4.80345785808
chr3R	26704561	26704562	TSS_12642	+	5	0	1.75509432621
chr3R	26719767	26719768	TSS_2479	+	54	0	12.4586679501
chr3R	26731452	26731453	TSS_12643	-	5	0	1.75509432621
chr3R	26743332	26743333	TSS_12644	-	5	0	1.75509432621
chr3R	26762839	26762840	TSS_1809	-	92	0	20.7728820062
chr3R	26803754	26803755	TSS_10488	-	6	0	1.97038325308
chr3R	26842558	26842559	TSS_4973	-	16	0	4.1479793462
chr3R	26864139	26864140	TSS_7378	-	9	0	2.62111566649
chr3R	26865097	26865098	TSS_7379	+	9	0	2.62111566649
chr3R	26868833	26868834	TSS_12647	+	5	0	1.75509432621
chr3R	26868897	26868898	TSS_8105	+	8	0	2.40371021526
chr3R	26874614	26874615	TSS_6012	+	12	0	3.2747771865
chr3R	26874627	26874628	TSS_7380	-	9	0	2.62111566649
chr3R	26874651	26874652	TSS_232	+	558	2	122.739474523
chr3R	26874759	26874760	TSS_8106	-	8	0	2.40371021526
chr3R	26885740	26885741	TSS_12648	-	5	0	1.75509432621
chr3R	26890981	26890982	TSS_346	+	465	1	102.389780711
chr3R	26923034	26923035	TSS_494	-	488	3	80.0248148447
chr3R	26934419	26934420	TSS_9104	+	7	0	2.1867255063
chr3R	26934909	26934910	TSS_3995	-	23	0	5.67782566255
chr3R	26951872	26951873	TSS_8107	+	8	0	2.40371021526
chr3R	26956141	26956142	TSS_1141	-	175	0	38.9339778358
chr3R	26957337	26957338	TSS_10489	+	6	0	1.97038325308
chr3R	27013482	27013483	TSS_12649	-	5	0	1.75509432621
chr3R	27019080	27019081	TSS_7381	+	9	0	2.62111566649
chr3R	27022639	27022640	TSS_1449	+	129	0	28.8687142693
chr3R	27036241	27036242	TSS_3045	-	38	0	8.95838551567
chr3R	27043379	27043380	TSS_6811	-	10	0	2.83881166131
chr3R	27045280	27045281	TSS_1686	-	103	0	23.1797287831
chr3R	27046740	27046741	TSS_12650	+	5	0	1.75509432621
chr3R	27046852	27046853	TSS_10490	-	6	0	1.97038325308
chr3R	27047001	27047002	TSS_10884	+	29	12	1.87263497078
chr3R	27053303	27053304	TSS_12651	+	5	0	1.75509432621
chr3R	27053403	27053404	TSS_3912	-	24	0	5.89646451302
chr3R	27072017	27072018	TSS_7382	-	9	0	2.62111566649
chr3R	27083320	27083321	TSS_4630	+	18	0	4.58492870335
chr3R	27088340	27088341	TSS_9105	+	7	0	2.1867255063
chr3R	27118434	27118435	TSS_6013	-	12	0	3.2747771865
chr3R	27121117	27121118	TSS_9106	-	7	0	2.1867255063
chr3R	27127005	27127006	TSS_12652	-	5	0	1.75509432621
chr3R	27130963	27130964	TSS_2878	-	42	0	9.83340246127
chr3R	27136879	27136880	TSS_1067	+	187	1	41.5597144182
chr3R	27136923	27136924	TSS_10491	-	6	0	1.97038325308
chr3R	27137046	27137047	TSS_6377	+	11	0	3.05671670715
chr3R	27137326	27137327	TSS_8108	-	8	0	2.40371021526
chr3R	27207832	27207833	TSS_2108	+	121	4	16.3458906135
chr3R	27209689	27209690	TSS_12653	+	5	0	1.75509432621
chr3R	27210122	27210123	TSS_2430	+	56	1	12.8962333863
chr3R	27225450	27225451	TSS_6378	+	11	0	3.05671670715
chr3R	27232915	27232916	TSS_12654	+	5	0	1.75509432621
chr3R	27287898	27287899	TSS_3742	-	26	2	6.3337831651
chr3R	27325112	27325113	TSS_1749	+	97	1	21.8669001588
chr3R	27328767	27328768	TSS_7383	-	9	0	2.62111566649
chr3R	27334212	27334213	TSS_12655	-	5	0	1.75509432621
chr3R	27348799	27348800	TSS_12656	+	5	0	1.75509432621
chr3R	27368753	27368754	TSS_8109	+	8	2	2.40371021526
chr3R	27368884	27368885	TSS_3815	+	25	0	6.11511756647
chr3R	27402479	27402480	TSS_10492	-	6	0	1.97038325308
chr3R	27412597	27412598	TSS_8110	-	8	0	2.40371021526
chr3R	27447809	27447810	TSS_10493	+	6	0	1.97038325308
chr3R	27447835	27447836	TSS_2925	+	41	0	9.61464379974
chr3R	27463346	27463347	TSS_9107	-	7	0	2.1867255063
chr3R	27502167	27502168	TSS_12657	-	5	0	1.75509432621
chr3R	27539442	27539443	TSS_1895	+	86	1	19.4600684212
chr3R	27539559	27539560	TSS_12658	+	5	0	1.75509432621
chr3R	27539590	27539591	TSS_12659	+	5	0	1.75509432621
chr3R	27539770	27539771	TSS_877	+	233	1	51.6250711684
chr3R	27550732	27550733	TSS_342	+	468	2	103.046222237
chr3R	27551503	27551504	TSS_958	+	541	7	46.4986743695
chr3R	27561548	27561549	TSS_10494	-	6	0	1.97038325308
chr3R	27565384	27565385	TSS_3913	+	24	0	5.89646451302
chr3R	27571644	27571645	TSS_8111	-	8	1	2.40371021526
chr3R	27573221	27573222	TSS_12660	-	5	0	1.75509432621
chr3R	27573258	27573259	TSS_12661	-	5	0	1.75509432621
chr3R	27575127	27575128	TSS_12662	+	5	0	1.75509432621
chr3R	27580425	27580426	TSS_5171	-	15	0	3.92957396706
chr3R	27582599	27582600	TSS_6812	-	10	0	2.83881166131
chr3R	27583832	27583833	TSS_9108	-	7	0	2.1867255063
chr3R	27587298	27587299	TSS_6813	-	10	0	2.83881166131
chr3R	27590485	27590486	TSS_1233	-	158	0	35.2141933922
chr3R	27598098	27598099	TSS_10495	-	6	0	1.97038325308
chr3R	27600125	27600126	TSS_9109	-	7	0	2.1867255063
chr3R	27604522	27604523	TSS_5401	+	14	0	3.71122827673
chr3R	27635805	27635806	TSS_7384	-	9	0	2.62111566649
chr3R	27638778	27638779	TSS_6379	+	11	0	3.05671670715
chr3R	27651565	27651566	TSS_1774	+	95	1	21.4292922233
chr3R	27661839	27661840	TSS_10497	+	6	0	1.97038325308
chr3R	27685620	27685621	TSS_6814	+	10	0	2.83881166131
chr3R	27714666	27714667	TSS_1624	-	108	2	24.2737574907
chr3R	27728012	27728013	TSS_12663	+	5	0	1.75509432621
chr3R	27733093	27733094	TSS_12664	+	5	0	1.75509432621
chr3R	27762642	27762643	TSS_1019	-	197	0	43.7478314739
chr3R	27762666	27762667	TSS_12665	+	5	0	1.75509432621
chr3R	27762722	27762723	TSS_1723	-	99	0	22.3045089299
chr3R	27765621	27765622	TSS_5684	-	13	0	3.49295637577
chr3R	27777395	27777396	TSS_12666	+	5	0	1.75509432621
chr3R	27811486	27811487	TSS_7536	-	15	4	2.42571319553
chr3R	27812672	27812673	TSS_12667	+	5	0	1.75509432621
chr3R	27833622	27833623	TSS_12668	+	5	0	1.75509432621
chr3R	27839748	27839749	TSS_12669	+	5	0	1.75509432621
chr3RHet	14813	14814	TSS_1425	-	133	0	29.743949264
chr3RHet	23845	23846	TSS_3089	-	37	0	8.73963945825
chr3RHet	26087	26088	TSS_12824	-	5	0	1.75509432621
chr3RHet	38599	38600	TSS_7417	-	9	0	2.62111566649
chr3RHet	58677	58678	TSS_9183	-	7	0	2.1867255063
chr3RHet	66075	66076	TSS_4987	+	16	0	4.1479793462
chr3RHet	70297	70298	TSS_1279	+	153	1	34.1201416124
chr3RHet	71541	71542	TSS_3090	-	37	0	8.73963945825
chr3RHet	88516	88517	TSS_4988	-	16	0	4.1479793462
chr3RHet	91865	91866	TSS_2142	-	70	0	15.959292854
chr3RHet	103618	103619	TSS_9170	-	7	0	2.1867255063
chr3RHet	104215	104216	TSS_9171	+	7	0	2.1867255063
chr3RHet	115585	115586	TSS_2603	-	50	0	11.5835523158
chr3RHet	136099	136100	TSS_8151	-	8	0	2.40371021526
chr3RHet	153790	153791	TSS_8155	-	8	0	2.40371021526
chr3RHet	162577	162578	TSS_2792	-	44	0	10.2709274196
chr3RHet	182066	182067	TSS_8159	-	8	0	2.40371021526
chr3RHet	205667	205668	TSS_2401	-	57	1	13.115017774
chr3RHet	206344	206345	TSS_12818	+	5	0	1.75509432621
chr3RHet	213424	213425	TSS_6840	+	10	0	2.83881166131
chr3RHet	226946	226947	TSS_5414	+	14	2	3.71122827673
chr3RHet	254332	254333	TSS_12823	-	5	0	1.75509432621
chr3RHet	276234	276235	TSS_7416	-	9	0	2.62111566649
chr3RHet	291148	291149	TSS_8166	-	8	0	2.40371021526
chr3RHet	316186	316187	TSS_6844	-	10	2	2.83881166131
chr3RHet	393692	393693	TSS_2576	+	51	1	11.8023291318
chr3RHet	394477	394478	TSS_6845	+	10	0	2.83881166131
chr3RHet	410997	410998	TSS_2883	+	42	0	9.83340246127
chr3RHet	424976	424977	TSS_3128	+	36	0	8.52089722223
chr3RHet	435011	435012	TSS_12825	-	5	0	1.75509432621
chr3RHet	438632	438633	TSS_6028	-	12	0	3.2747771865
chr3RHet	522102	522103	TSS_4801	+	17	0	4.36643369141
chr3RHet	554732	554733	TSS_7418	+	9	0	2.62111566649
chr3RHet	561130	561131	TSS_9182	-	7	0	2.1867255063
chr3RHet	561749	561750	TSS_10612	+	6	0	1.97038325308
chr3RHet	561785	561786	TSS_10613	-	6	0	1.97038325308
chr3RHet	561808	561809	TSS_12826	-	5	0	1.75509432621
chr3RHet	561930	561931	TSS_4637	+	18	0	4.58492870335
chr3RHet	561968	561969	TSS_238	-	744	3	121.737994034
chr3RHet	562408	562409	TSS_12827	-	5	0	1.75509432621
chr3RHet	570308	570309	TSS_6846	-	10	0	2.83881166131
chr3RHet	571093	571094	TSS_8167	-	8	0	2.40371021526
chr3RHet	589972	589973	TSS_5706	-	13	2	3.49295637577
chr3RHet	612912	612913	TSS_2542	-	52	0	12.0211073968
chr3RHet	627204	627205	TSS_8168	+	8	1	2.40371021526
chr3RHet	644276	644277	TSS_1647	-	106	0	23.8361455232
chr3RHet	652178	652179	TSS_9184	+	7	0	2.1867255063
chr3RHet	654248	654249	TSS_4112	-	22	0	5.45920297848
chr3RHet	658949	658950	TSS_4226	-	21	0	5.24059880358
chr3RHet	701824	701825	TSS_10614	+	6	0	1.97038325308
chr3RHet	704962	704963	TSS_6029	+	12	0	3.2747771865
chr3RHet	707255	707256	TSS_5415	-	14	0	3.71122827673
chr3RHet	729780	729781	TSS_12828	+	5	0	1.75509432621
chr3RHet	757945	757946	TSS_6112	-	16	3	3.12786924233
chr3RHet	758605	758606	TSS_7419	-	9	0	2.62111566649
chr3RHet	758771	758772	TSS_4638	+	18	0	4.58492870335
chr3RHet	758781	758782	TSS_3352	-	32	0	7.64597372435
chr3RHet	758876	758877	TSS_12829	+	5	0	1.75509432621
chr3RHet	761850	761851	TSS_5416	+	14	0	3.71122827673
chr3RHet	761922	761923	TSS_12830	+	5	0	1.75509432621
chr3RHet	764412	764413	TSS_9185	-	7	0	2.1867255063
chr3RHet	776529	776530	TSS_9186	+	7	0	2.1867255063
chr3RHet	776757	776758	TSS_4639	-	18	0	4.58492870335
chr3RHet	776788	776789	TSS_3414	-	31	0	7.42725643173
chr3RHet	776980	776981	TSS_7420	-	9	0	2.62111566649
chr3RHet	784892	784893	TSS_12831	-	5	0	1.75509432621
chr3RHet	787735	787736	TSS_5417	-	14	0	3.71122827673
chr3RHet	792899	792900	TSS_3683	-	27	0	6.55245989942
chr3RHet	799504	799505	TSS_10615	+	6	0	1.97038325308
chr3RHet	805579	805580	TSS_6030	-	12	0	3.2747771865
chr3RHet	810466	810467	TSS_6031	+	12	0	3.2747771865
chr3RHet	812148	812149	TSS_4348	-	20	0	5.02201595633
chr3RHet	818348	818349	TSS_10616	-	6	0	1.97038325308
chr3RHet	826326	826327	TSS_9187	+	7	0	2.1867255063
chr3RHet	828232	828233	TSS_3472	-	30	0	7.20854566926
chr3RHet	838737	838738	TSS_5418	-	14	0	3.71122827673
chr3RHet	840538	840539	TSS_5183	+	15	0	3.92957396706
chr3RHet	853954	853955	TSS_12832	-	5	0	1.75509432621
chr3RHet	859021	859022	TSS_7421	+	9	0	2.62111566649
chr3RHet	873385	873386	TSS_6032	-	12	0	3.2747771865
chr3RHet	907660	907661	TSS_4019	+	39	4	5.56908646184
chr3RHet	923900	923901	TSS_5184	-	15	0	3.92957396706
chr3RHet	931647	931648	TSS_12833	-	5	0	1.75509432621
chr3RHet	969138	969139	TSS_12834	+	5	0	1.75509432621
chr3RHet	969427	969428	TSS_3473	-	30	0	7.20854566926
chr3RHet	982091	982092	TSS_5185	-	15	0	3.92957396706
chr3RHet	1030821	1030822	TSS_3471	-	30	0	7.20854566926
chr3RHet	1038430	1038431	TSS_6027	-	12	0	3.2747771865
chr3RHet	1096892	1096893	TSS_6402	+	11	0	3.05671670715
chr3RHet	1107897	1107898	TSS_9172	+	7	0	2.1867255063
chr3RHet	1117319	1117320	TSS_6403	-	11	1	3.05671670715
chr3RHet	1141335	1141336	TSS_12810	+	5	0	1.75509432621
chr3RHet	1155982	1155983	TSS_12811	+	5	0	1.75509432621
chr3RHet	1159029	1159030	TSS_10601	+	6	0	1.97038325308
chr3RHet	1167660	1167661	TSS_6404	-	11	0	3.05671670715
chr3RHet	1170392	1170393	TSS_12812	-	5	0	1.75509432621
chr3RHet	1171671	1171672	TSS_9173	-	7	0	2.1867255063
chr3RHet	1202168	1202169	TSS_9174	+	7	0	2.1867255063
chr3RHet	1203763	1203764	TSS_2633	-	49	0	11.3647770381
chr3RHet	1205735	1205736	TSS_9175	-	7	0	2.1867255063
chr3RHet	1210538	1210539	TSS_3289	-	33	0	7.86469694809
chr3RHet	1262911	1262912	TSS_10602	+	6	0	1.97038325308
chr3RHet	1315792	1315793	TSS_12813	-	5	0	1.75509432621
chr3RHet	1339212	1339213	TSS_1241	-	157	1	34.9953829362
chr3RHet	1388641	1388642	TSS_10603	+	6	0	1.97038325308
chr3RHet	1389729	1389730	TSS_1048	-	190	1	42.2161492503
chr3RHet	1409900	1409901	TSS_6834	+	10	0	2.83881166131
chr3RHet	1409981	1409982	TSS_6835	+	10	0	2.83881166131
chr3RHet	1411531	1411532	TSS_8152	+	8	0	2.40371021526
chr3RHet	1416947	1416948	TSS_3921	-	24	1	5.89646451302
chr3RHet	1423888	1423889	TSS_12814	+	5	0	1.75509432621
chr3RHet	1430881	1430882	TSS_6405	-	11	0	3.05671670715
chr3RHet	1462330	1462331	TSS_5704	-	13	0	3.49295637577
chr3RHet	1464301	1464302	TSS_6836	+	10	0	2.83881166131
chr3RHet	1517301	1517302	TSS_4222	-	21	0	5.24059880358
chr3RHet	1525569	1525570	TSS_8153	+	8	0	2.40371021526
chr3RHet	1535764	1535765	TSS_3821	-	25	0	6.11511756647
chr3RHet	1535863	1535864	TSS_8154	-	8	0	2.40371021526
chr3RHet	1537448	1537449	TSS_12815	+	5	0	1.75509432621
chr3RHet	1538095	1538096	TSS_9176	+	7	0	2.1867255063
chr3RHet	1547153	1547154	TSS_6837	-	10	0	2.83881166131
chr3RHet	1565838	1565839	TSS_8156	+	8	0	2.40371021526
chr3RHet	1572090	1572091	TSS_10604	+	6	0	1.97038325308
chr3RHet	1591087	1591088	TSS_5182	+	15	0	3.92957396706
chr3RHet	1602992	1602993	TSS_6406	-	11	0	3.05671670715
chr3RHet	1603317	1603318	TSS_2882	-	42	0	9.83340246127
chr3RHet	1604130	1604131	TSS_2727	-	46	0	10.7084614444
chr3RHet	1611507	1611508	TSS_6838	+	10	0	2.83881166131
chr3RHet	1640500	1640501	TSS_7413	-	9	2	2.62111566649
chr3RHet	1640598	1640599	TSS_6474	-	23	5	2.95232802637
chr3RHet	1669827	1669828	TSS_7414	-	9	0	2.62111566649
chr3RHet	1675450	1675451	TSS_10605	-	6	0	1.97038325308
chr3RHet	1680182	1680183	TSS_3413	+	31	0	7.42725643173
chr3RHet	1701987	1701988	TSS_10606	+	6	0	1.97038325308
chr3RHet	1718868	1718869	TSS_8157	+	8	0	2.40371021526
chr3RHet	1725322	1725323	TSS_4799	-	17	0	4.36643369141
chr3RHet	1745690	1745691	TSS_12816	-	5	0	1.75509432621
chr3RHet	1766520	1766521	TSS_10607	+	6	0	1.97038325308
chr3RHet	1774590	1774591	TSS_4800	-	17	0	4.36643369141
chr3RHet	1777104	1777105	TSS_1485	-	125	0	27.9934806929
chr3RHet	1779361	1779362	TSS_1375	-	139	2	31.0568041471
chr3RHet	1799729	1799730	TSS_8158	+	8	0	2.40371021526
chr3RHet	1821463	1821464	TSS_13208	+	14	6	1.73129649945
chr3RHet	1837632	1837633	TSS_4223	+	21	0	5.24059880358
chr3RHet	1837808	1837809	TSS_12817	-	5	0	1.75509432621
chr3RHet	1878211	1878212	TSS_8160	+	8	0	2.40371021526
chr3RHet	1902925	1902926	TSS_2307	-	61	0	13.9901651721
chr3RHet	1911820	1911821	TSS_9177	+	7	0	2.1867255063
chr3RHet	1953702	1953703	TSS_8161	+	8	0	2.40371021526
chr3RHet	1957904	1957905	TSS_10608	+	6	0	1.97038325308
chr3RHet	1990672	1990673	TSS_8162	+	8	0	2.40371021526
chr3RHet	1995505	1995506	TSS_6839	+	10	0	2.83881166131
chr3RHet	2016790	2016791	TSS_9178	-	7	0	2.1867255063
chr3RHet	2085665	2085666	TSS_8163	-	8	0	2.40371021526
chr3RHet	2085813	2085814	TSS_10609	-	6	0	1.97038325308
chr3RHet	2087060	2087061	TSS_640	-	304	1	67.1607899358
chr3RHet	2087088	2087089	TSS_10610	-	6	0	1.97038325308
chr3RHet	2087157	2087158	TSS_9179	+	7	0	2.1867255063
chr3RHet	2087846	2087847	TSS_4484	-	19	0	4.80345785808
chr3RHet	2094274	2094275	TSS_2177	+	68	0	15.5217043111
chr3RHet	2098725	2098726	TSS_2604	+	50	0	11.5835523158
chr3RHet	2100376	2100377	TSS_12819	-	5	0	1.75509432621
chr3RHet	2101274	2101275	TSS_4485	+	19	0	4.80345785808
